"","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"264","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_70_allc2",0
"265","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_2_11_allc2",0
"266","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_12_17_allc2",0.9615384615
"267","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_2_allc2",0
"268","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_18_34_allc2",4.8076923077
"269","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_35_49_allc2",23.076923077
"270","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_50_64_allc2",52.884615385
"271","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_65_69_allc2",14.423076923
"272","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","LI",53226,"age_70_allc2",3.8461538462
"273","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_2_11_allc2",0
"274","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_12_17_allc2",0
"275","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_2_allc2",0
"276","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_18_34_allc2",0
"277","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_35_49_allc2",16.666666667
"278","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_50_64_allc2",66.666666667
"279","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_65_69_allc2",16.666666667
"280","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"age_70_allc2",0
"281","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_2_11_allc2",4.7619047619
"282","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_12_17_allc2",2.7777777778
"283","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_2_allc2",1.5873015873
"284","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_18_34_allc2",5.5555555556
"285","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_35_49_allc2",19.047619048
"286","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_50_64_allc2",44.047619048
"287","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_65_69_allc2",17.46031746
"288","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"age_70_allc2",4.7619047619
"289","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_2_11_allc2",0
"290","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_12_17_allc2",0
"291","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_2_allc2",0
"292","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_18_34_allc2",0
"293","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_35_49_allc2",28.571428571
"294","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_50_64_allc2",57.142857143
"295","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_65_69_allc2",14.285714286
"296","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"age_70_allc2",0
"297","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_2_11_allc2",0
"298","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_12_17_allc2",0
"299","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_2_allc2",0
"300","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_18_34_allc2",0
"301","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_35_49_allc2",7.8947368421
"302","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_50_64_allc2",65.789473684
"303","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_65_69_allc2",21.052631579
"304","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"age_70_allc2",5.2631578947
"305","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_2_11_allc2",0
"306","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_12_17_allc2",0
"307","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_2_allc2",0
"308","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_18_34_allc2",6.2068965517
"309","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_35_49_allc2",14.482758621
"310","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_50_64_allc2",60.689655172
"311","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_65_69_allc2",16.551724138
"312","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"age_70_allc2",2.0689655172
"313","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_2_11_allc2",0
"314","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_12_17_allc2",0.8928571429
"315","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_2_allc2",0
"316","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_18_34_allc2",8.0357142857
"317","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_35_49_allc2",17.857142857
"318","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_50_64_allc2",49.107142857
"319","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_65_69_allc2",17.857142857
"320","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"age_70_allc2",6.25
"321","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_2_11_allc2",0
"322","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_12_17_allc2",0
"323","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_2_allc2",0
"324","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_18_34_allc2",7.1856287425
"325","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_35_49_allc2",16.467065868
"326","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_50_64_allc2",49.700598802
"327","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_65_69_allc2",18.263473054
"328","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"age_70_allc2",8.3832335329
"329","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_2_11_allc2",3.3333333333
"330","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_12_17_allc2",2.2222222222
"331","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_2_allc2",0
"332","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_18_34_allc2",3.3333333333
"333","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_35_49_allc2",14.444444444
"334","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_50_64_allc2",47.777777778
"335","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_65_69_allc2",22.222222222
"336","Indiana University Health (INIM)","INIM","TX1","LI",46202,"age_70_allc2",6.6666666667
"337","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_2_11_allc2",0
"338","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_12_17_allc2",2.8037383178
"339","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_2_allc2",0
"340","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_18_34_allc2",6.5420560748
"341","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_35_49_allc2",23.364485981
"342","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_50_64_allc2",51.401869159
"343","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_65_69_allc2",14.018691589
"344","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"age_70_allc2",1.8691588785
"345","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_2_11_allc2",0
"346","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_12_17_allc2",0
"347","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_2_allc2",0
"348","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_18_34_allc2",9.8591549296
"349","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_35_49_allc2",33.802816901
"350","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_50_64_allc2",42.253521127
"351","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_65_69_allc2",11.267605634
"352","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"age_70_allc2",2.8169014085
"353","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_2_11_allc2",5.2173913043
"354","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_12_17_allc2",3.4782608696
"355","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_2_allc2",1.7391304348
"356","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_18_34_allc2",3.4782608696
"357","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_35_49_allc2",17.391304348
"358","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_50_64_allc2",43.47826087
"359","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_65_69_allc2",20.869565217
"360","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"age_70_allc2",4.347826087
"361","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_2_11_allc2",0
"362","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_12_17_allc2",2.9411764706
"363","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_2_allc2",0
"364","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_18_34_allc2",5.8823529412
"365","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_35_49_allc2",26.470588235
"366","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_50_64_allc2",44.117647059
"367","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_65_69_allc2",20.588235294
"368","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"age_70_allc2",0
"369","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_2_11_allc2",1.1299435028
"370","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_12_17_allc2",0.8474576271
"371","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_2_allc2",0.5649717514
"372","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_18_34_allc2",7.0621468927
"373","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_35_49_allc2",17.231638418
"374","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_50_64_allc2",62.429378531
"375","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_65_69_allc2",9.3220338983
"376","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"age_70_allc2",1.4124293785
"377","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_2_11_allc2",0
"378","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_12_17_allc2",0
"379","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_2_allc2",0
"380","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_18_34_allc2",7.1146245059
"381","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_35_49_allc2",16.996047431
"382","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_50_64_allc2",60.869565217
"383","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_65_69_allc2",11.462450593
"384","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"age_70_allc2",3.557312253
"385","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_2_11_allc2",0
"386","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_12_17_allc2",0
"387","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_2_allc2",0
"388","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_18_34_allc2",3.8095238095
"389","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_35_49_allc2",17.142857143
"390","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_50_64_allc2",56.19047619
"391","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_65_69_allc2",20.952380952
"392","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"age_70_allc2",1.9047619048
"393","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_2_11_allc2",0
"394","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_12_17_allc2",0
"395","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_2_allc2",0
"396","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_18_34_allc2",0
"397","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_35_49_allc2",5.8823529412
"398","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_50_64_allc2",58.823529412
"399","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_65_69_allc2",11.764705882
"400","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"age_70_allc2",23.529411765
"401","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_2_11_allc2",0
"402","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_12_17_allc2",0
"403","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_2_allc2",100
"404","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_18_34_allc2",0
"405","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_35_49_allc2",0
"406","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_50_64_allc2",0
"407","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_65_69_allc2",0
"408","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"age_70_allc2",0
"409","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_2_11_allc2",0
"410","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_12_17_allc2",0
"411","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_2_allc2",0
"412","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_18_34_allc2",10.909090909
"413","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_35_49_allc2",14.545454545
"414","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_50_64_allc2",59.090909091
"415","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_65_69_allc2",13.636363636
"416","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"age_70_allc2",1.8181818182
"417","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_2_11_allc2",0
"418","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_12_17_allc2",0
"419","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_2_allc2",0
"420","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_18_34_allc2",1.0204081633
"421","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_35_49_allc2",11.224489796
"422","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_50_64_allc2",67.346938776
"423","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_65_69_allc2",16.326530612
"424","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"age_70_allc2",4.0816326531
"425","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_2_11_allc2",50
"426","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_12_17_allc2",27.777777778
"427","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_2_allc2",16.666666667
"428","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_18_34_allc2",5.5555555556
"429","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_35_49_allc2",0
"430","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_50_64_allc2",0
"431","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_65_69_allc2",0
"432","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"age_70_allc2",0
"433","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_2_11_allc2",0.6309148265
"434","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_12_17_allc2",1.5772870662
"435","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_2_allc2",0
"436","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_18_34_allc2",8.2018927445
"437","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_35_49_allc2",19.558359621
"438","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_50_64_allc2",51.735015773
"439","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_65_69_allc2",15.772870662
"440","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"age_70_allc2",2.523659306
"441","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_2_11_allc2",0
"442","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_12_17_allc2",0
"443","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_2_allc2",0
"444","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_18_34_allc2",6.976744186
"445","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_35_49_allc2",17.441860465
"446","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_50_64_allc2",43.023255814
"447","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_65_69_allc2",20.930232558
"448","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"age_70_allc2",11.627906977
"449","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_2_11_allc2",0
"450","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_12_17_allc2",0.826446281
"451","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_2_allc2",0
"452","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_18_34_allc2",6.6115702479
"453","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_35_49_allc2",20.661157025
"454","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_50_64_allc2",47.933884298
"455","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_65_69_allc2",19.008264463
"456","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"age_70_allc2",4.958677686
"457","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_2_11_allc2",0
"458","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_12_17_allc2",1.1904761905
"459","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_2_allc2",0
"460","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_18_34_allc2",9.5238095238
"461","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_35_49_allc2",17.857142857
"462","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_50_64_allc2",53.571428571
"463","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_65_69_allc2",15.476190476
"464","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"age_70_allc2",2.380952381
"465","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_2_11_allc2",2.0408163265
"466","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_12_17_allc2",8.1632653061
"467","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_2_allc2",0
"468","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_18_34_allc2",4.0816326531
"469","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_35_49_allc2",10.204081633
"470","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_50_64_allc2",44.897959184
"471","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_65_69_allc2",24.489795918
"472","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"age_70_allc2",6.1224489796
"473","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_2_11_allc2",12.121212121
"474","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_12_17_allc2",3.0303030303
"475","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_2_allc2",6.0606060606
"476","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_18_34_allc2",3.0303030303
"477","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_35_49_allc2",9.0909090909
"478","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_50_64_allc2",42.424242424
"479","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_65_69_allc2",21.212121212
"480","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"age_70_allc2",3.0303030303
"481","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_2_11_allc2",0
"482","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_12_17_allc2",0
"483","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_2_allc2",0
"484","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_18_34_allc2",2.7397260274
"485","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_35_49_allc2",16.438356164
"486","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_50_64_allc2",58.904109589
"487","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_65_69_allc2",21.917808219
"488","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"age_70_allc2",0
"489","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_2_11_allc2",0
"490","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_12_17_allc2",0
"491","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_2_allc2",0
"492","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_18_34_allc2",5.4545454545
"493","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_35_49_allc2",16.363636364
"494","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_50_64_allc2",52.727272727
"495","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_65_69_allc2",20
"496","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"age_70_allc2",5.4545454545
"497","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_2_11_allc2",0
"498","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_12_17_allc2",0
"499","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_2_allc2",0
"500","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_18_34_allc2",1.7857142857
"501","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_35_49_allc2",10.714285714
"502","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_50_64_allc2",44.642857143
"503","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_65_69_allc2",33.928571429
"504","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"age_70_allc2",8.9285714286
"505","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_2_11_allc2",0
"506","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_12_17_allc2",0
"507","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_2_allc2",0
"508","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_18_34_allc2",1.9607843137
"509","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_35_49_allc2",17.647058824
"510","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_50_64_allc2",58.823529412
"511","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_65_69_allc2",19.607843137
"512","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"age_70_allc2",1.9607843137
"513","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_2_11_allc2",5.0847457627
"514","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_12_17_allc2",3.3898305085
"515","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_2_allc2",3.3898305085
"516","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_18_34_allc2",8.4745762712
"517","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_35_49_allc2",11.86440678
"518","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_50_64_allc2",42.372881356
"519","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_65_69_allc2",16.949152542
"520","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"age_70_allc2",8.4745762712
"521","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_2_11_allc2",0.7389162562
"522","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_12_17_allc2",0
"523","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_2_allc2",0.7389162562
"524","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_18_34_allc2",7.1428571429
"525","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_35_49_allc2",14.778325123
"526","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_50_64_allc2",50
"527","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"age_65_69_allc2",20.197044335
