"","entire_name","ctr_cd","ctr_ty","zipcode","age_category","age_category_percent"
"280","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_70_allc2",0
"281","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_2_11_allc2",33.333333333
"282","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_12_17_allc2",44.444444444
"283","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_2_allc2",0
"284","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_18_34_allc2",22.222222222
"285","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_35_49_allc2",0
"286","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_50_64_allc2",0
"287","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_65_69_allc2",0
"288","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_70_allc2",0
"289","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_2_11_allc2",43.47826087
"290","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_12_17_allc2",54.347826087
"291","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_2_allc2",2.1739130435
"292","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_18_34_allc2",0
"293","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_35_49_allc2",0
"294","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_50_64_allc2",0
"295","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_65_69_allc2",0
"296","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_70_allc2",0
"297","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_2_11_allc2",22.222222222
"298","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_12_17_allc2",33.333333333
"299","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_2_allc2",0
"300","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_18_34_allc2",44.444444444
"301","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_35_49_allc2",0
"302","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_50_64_allc2",0
"303","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_65_69_allc2",0
"304","Children's Hospital of the King's Daughters (VACH)","VACH","TX1",23507,"age_70_allc2",0
"305","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_2_11_allc2",36.363636364
"306","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_12_17_allc2",54.545454545
"307","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_2_allc2",0
"308","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_18_34_allc2",9.0909090909
"309","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_35_49_allc2",0
"310","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_50_64_allc2",0
"311","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_65_69_allc2",0
"312","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_70_allc2",0
"313","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_2_11_allc2",39.285714286
"314","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_12_17_allc2",53.571428571
"315","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_2_allc2",0
"316","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_18_34_allc2",7.1428571429
"317","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_35_49_allc2",0
"318","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_50_64_allc2",0
"319","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_65_69_allc2",0
"320","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_70_allc2",0
"321","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_2_11_allc2",30
"322","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_12_17_allc2",60
"323","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_2_allc2",7.5
"324","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_18_34_allc2",2.5
"325","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_35_49_allc2",0
"326","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_50_64_allc2",0
"327","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_65_69_allc2",0
"328","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_70_allc2",0
"329","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_2_11_allc2",59.090909091
"330","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_12_17_allc2",40.909090909
"331","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_2_allc2",0
"332","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_18_34_allc2",0
"333","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_35_49_allc2",0
"334","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_50_64_allc2",0
"335","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_65_69_allc2",0
"336","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_70_allc2",0
"337","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_2_11_allc2",41.666666667
"338","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_12_17_allc2",58.333333333
"339","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_2_allc2",0
"340","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_18_34_allc2",0
"341","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_35_49_allc2",0
"342","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_50_64_allc2",0
"343","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_65_69_allc2",0
"344","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_70_allc2",0
"345","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_2_11_allc2",55.882352941
"346","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_12_17_allc2",44.117647059
"347","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_2_allc2",0
"348","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_18_34_allc2",0
"349","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_35_49_allc2",0
"350","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_50_64_allc2",0
"351","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_65_69_allc2",0
"352","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_70_allc2",0
"353","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_2_11_allc2",0
"354","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_12_17_allc2",0
"355","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_2_allc2",0
"356","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_18_34_allc2",9.3959731544
"357","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_35_49_allc2",22.818791946
"358","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_50_64_allc2",44.295302013
"359","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_65_69_allc2",20.134228188
"360","Christiana Care Health Services (DECC)","DECC","TX1",19713,"age_70_allc2",3.355704698
"361","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_2_11_allc2",0
"362","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_12_17_allc2",0
"363","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_2_allc2",0
"364","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_18_34_allc2",7.9145728643
"365","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_35_49_allc2",29.271356784
"366","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_50_64_allc2",39.698492462
"367","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_65_69_allc2",11.683417085
"368","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_70_allc2",11.432160804
"369","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_2_11_allc2",30
"370","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_12_17_allc2",60
"371","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_2_allc2",10
"372","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_18_34_allc2",0
"373","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_35_49_allc2",0
"374","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_50_64_allc2",0
"375","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_65_69_allc2",0
"376","Cook Children's Medical Center (TXCF)","TXCF","TX1",76104,"age_70_allc2",0
"377","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_2_11_allc2",0
"378","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_12_17_allc2",0
"379","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_2_allc2",0
"380","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_18_34_allc2",2.3696682464
"381","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_35_49_allc2",24.170616114
"382","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_50_64_allc2",44.549763033
"383","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_65_69_allc2",12.796208531
"384","Crozer-Chester Medical Center (PACC)","PACC","TX1",19013,"age_70_allc2",16.113744076
"385","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_2_11_allc2",0
"386","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_12_17_allc2",0
"387","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_2_allc2",0
"388","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_18_34_allc2",7.6530612245
"389","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_35_49_allc2",31.12244898
"390","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_50_64_allc2",51.020408163
"391","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_65_69_allc2",9.1836734694
"392","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1",78539,"age_70_allc2",1.0204081633
"393","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_2_11_allc2",50
"394","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_12_17_allc2",16.666666667
"395","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_2_allc2",0
"396","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_18_34_allc2",33.333333333
"397","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_35_49_allc2",0
"398","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_50_64_allc2",0
"399","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_65_69_allc2",0
"400","Driscoll Children's Hospital (TXDC)","TXDC","TX1",78411,"age_70_allc2",0
"401","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_2_11_allc2",0.6535947712
"402","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_12_17_allc2",0.3267973856
"403","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_2_allc2",0.1633986928
"404","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_18_34_allc2",10.294117647
"405","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_35_49_allc2",30.555555556
"406","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_50_64_allc2",46.732026144
"407","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_65_69_allc2",9.9673202614
"408","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_70_allc2",1.3071895425
"409","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_2_11_allc2",0
"410","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_12_17_allc2",0
"411","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_2_allc2",0
"412","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_18_34_allc2",16.666666667
"413","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_35_49_allc2",22.807017544
"414","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_50_64_allc2",46.49122807
"415","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_65_69_allc2",10.526315789
"416","East Texas Medical Center (TXTY)","TXTY","TX1",75701,"age_70_allc2",3.5087719298
"417","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_2_11_allc2",0
"418","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_12_17_allc2",0
"419","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_2_allc2",0
"420","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_18_34_allc2",12.380082229
"421","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_35_49_allc2",30.196436729
"422","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_50_64_allc2",41.434444952
"423","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_65_69_allc2",9.5477386935
"424","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_70_allc2",6.4412973961
"425","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_2_11_allc2",0
"426","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_12_17_allc2",1.0989010989
"427","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_2_allc2",0
"428","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_18_34_allc2",12.637362637
"429","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_35_49_allc2",29.120879121
"430","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_50_64_allc2",39.010989011
"431","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_65_69_allc2",9.3406593407
"432","Erie County Medical Center (NYEC)","NYEC","TX1",14215,"age_70_allc2",8.7912087912
"433","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_2_11_allc2",0
"434","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_12_17_allc2",0
"435","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_2_allc2",0
"436","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_18_34_allc2",7.6923076923
"437","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_35_49_allc2",28.571428571
"438","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_50_64_allc2",42.307692308
"439","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_65_69_allc2",15.384615385
"440","Erlanger Medical Center (TNEM)","TNEM","TX1",37403,"age_70_allc2",6.043956044
"441","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_2_11_allc2",0.22172949
"442","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_12_17_allc2",0.44345898
"443","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_2_allc2",0
"444","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_18_34_allc2",11.529933481
"445","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_35_49_allc2",36.807095344
"446","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_50_64_allc2",35.920177384
"447","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_65_69_allc2",9.756097561
"448","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_70_allc2",5.3215077605
"449","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_2_11_allc2",0
"450","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_12_17_allc2",0
"451","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_2_allc2",0
"452","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_18_34_allc2",11.777301927
"453","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_35_49_allc2",31.47751606
"454","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_50_64_allc2",43.468950749
"455","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_65_69_allc2",10.920770878
"456","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_70_allc2",2.3554603854
"457","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_2_11_allc2",1.7857142857
"458","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_12_17_allc2",0.4464285714
"459","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_2_allc2",0
"460","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_18_34_allc2",12.5
"461","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_35_49_allc2",23.660714286
"462","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_50_64_allc2",41.071428571
"463","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_65_69_allc2",12.5
"464","Geisinger Medical Center (PAGM)","PAGM","TX1",17822,"age_70_allc2",8.0357142857
"465","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_2_11_allc2",0
"466","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_12_17_allc2",0
"467","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_2_allc2",0
"468","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_18_34_allc2",7.6363636364
"469","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_35_49_allc2",30.181818182
"470","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_50_64_allc2",34.545454545
"471","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_65_69_allc2",17.090909091
"472","George Washington University Hospital (DCGW)","DCGW","TX1",20037,"age_70_allc2",10.545454545
"473","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_2_11_allc2",0.1059322034
"474","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_12_17_allc2",0.1059322034
"475","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_2_allc2",0
"476","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_18_34_allc2",9.0042372881
"477","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_35_49_allc2",23.728813559
"478","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_50_64_allc2",45.868644068
"479","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_65_69_allc2",14.512711864
"480","Georgetown University Medical Center (DCGU)","DCGU","TX1",20007,"age_70_allc2",6.6737288136
"481","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_2_11_allc2",0
"482","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_12_17_allc2",5.3571428571
"483","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_2_allc2",0
"484","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_18_34_allc2",4.9107142857
"485","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_35_49_allc2",16.964285714
"486","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_50_64_allc2",34.375
"487","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_65_69_allc2",13.839285714
"488","Hackensack University Medical Center (NJHK)","NJHK","TX1",7601,"age_70_allc2",24.553571429
"489","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_2_11_allc2",0
"490","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_12_17_allc2",0
"491","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_2_allc2",0
"492","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_18_34_allc2",11.881188119
"493","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_35_49_allc2",26.732673267
"494","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_50_64_allc2",43.564356436
"495","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_65_69_allc2",9.900990099
"496","Hahnemann University Hospital (PAHM)","PAHM","TX1",19102,"age_70_allc2",7.9207920792
"497","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_2_11_allc2",0
"498","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_12_17_allc2",0
"499","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_2_allc2",0
"500","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_18_34_allc2",10.526315789
"501","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_35_49_allc2",21.052631579
"502","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_50_64_allc2",42.105263158
"503","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_65_69_allc2",17.105263158
"504","Halifax Medical Center (FLHM)","FLHM","TX1",32114,"age_70_allc2",9.2105263158
"505","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_2_11_allc2",0
"506","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_12_17_allc2",0.2183406114
"507","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_2_allc2",0
"508","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_18_34_allc2",19.650655022
"509","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_35_49_allc2",39.082969432
"510","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_50_64_allc2",36.462882096
"511","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_65_69_allc2",4.1484716157
"512","Harbor UCLA Medical Center (CALA)","CALA","TX1",90509,"age_70_allc2",0.4366812227
"513","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_2_11_allc2",0
"514","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_12_17_allc2",0
"515","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_2_allc2",0
"516","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_18_34_allc2",11.822660099
"517","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_35_49_allc2",38.916256158
"518","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_50_64_allc2",41.379310345
"519","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_65_69_allc2",7.3891625616
"520","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1",48201,"age_70_allc2",0.4926108374
"521","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_2_11_allc2",0.2857142857
"522","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_12_17_allc2",1.7142857143
"523","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_2_allc2",0
"524","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_18_34_allc2",9.7142857143
"525","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_35_49_allc2",23.714285714
"526","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_50_64_allc2",43.428571429
"527","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_65_69_allc2",14.857142857
"528","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_70_allc2",6.2857142857
"529","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_2_11_allc2",28.571428571
"530","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_12_17_allc2",57.142857143
"531","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_2_allc2",0
"532","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_18_34_allc2",14.285714286
"533","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_35_49_allc2",0
"534","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_50_64_allc2",0
"535","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_65_69_allc2",0
"536","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1",49503,"age_70_allc2",0
"537","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_2_11_allc2",0
"538","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_12_17_allc2",0
"539","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_2_allc2",0
"540","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_18_34_allc2",16.875
"541","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_35_49_allc2",35.9375
"542","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_50_64_allc2",38.4375
"543","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_65_69_allc2",7.1875
"544","Hennepin County Medical Center (MNHC)","MNHC","TX1",55415,"age_70_allc2",1.5625
"545","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_2_11_allc2",0
"546","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_12_17_allc2",0
"547","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_2_allc2",0
"548","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_18_34_allc2",7.6923076923
"549","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_35_49_allc2",27.472527473
"550","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_50_64_allc2",38.461538462
"551","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_65_69_allc2",15.934065934
"552","Henrico Doctors' Hospital (VAHD)","VAHD","TX1",23229,"age_70_allc2",10.43956044
"553","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_2_11_allc2",0
"554","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_12_17_allc2",0
"555","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_2_allc2",0
"556","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_18_34_allc2",6.6974595843
"557","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_35_49_allc2",25.635103926
"558","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_50_64_allc2",46.189376443
"559","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_65_69_allc2",15.704387991
"560","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_70_allc2",5.7736720554
"561","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_2_11_allc2",0
"562","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_12_17_allc2",0.0868055556
"563","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_2_allc2",0
"564","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_18_34_allc2",11.197916667
"565","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_35_49_allc2",30.034722222
"566","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_50_64_allc2",46.440972222
"567","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_65_69_allc2",10.677083333
"568","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_70_allc2",1.5625
"569","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_2_11_allc2",0
