"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","race_category","race_category_percent"
"982",100,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"White or Caucasian",57.777777778
"983",101,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"Other",2.2222222222
"984",102,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"Unknown",0
"985",1,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Asian or Pacific Islander",19.512195122
"986",2,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Black or African American",14.024390244
"987",3,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Hispanic or Latinx",1.2195121951
"988",4,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"White or Caucasian",64.024390244
"989",5,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Other",1.2195121951
"990",6,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Unknown",0
"991",7,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Asian or Pacific Islander",5.0847457627
"992",8,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Black or African American",47.457627119
"993",9,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Hispanic or Latinx",18.644067797
"994",10,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"White or Caucasian",28.813559322
"995",11,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Other",0
"996",12,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Unknown",0
"997",13,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Asian or Pacific Islander",3.125
"998",14,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Black or African American",9.8958333333
"999",15,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Hispanic or Latinx",2.6041666667
"1000",16,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"White or Caucasian",82.291666667
"1001",17,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Other",2.0833333333
"1002",18,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Unknown",0
"1003",19,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Asian or Pacific Islander",12.710280374
"1004",20,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Black or African American",65.046728972
"1005",21,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Hispanic or Latinx",8.785046729
"1006",22,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"White or Caucasian",11.775700935
"1007",23,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Other",1.6822429907
"1008",24,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Unknown",0
"1009",25,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Asian or Pacific Islander",0
"1010",26,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Black or African American",33.333333333
"1011",27,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Hispanic or Latinx",33.333333333
"1012",28,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"White or Caucasian",33.333333333
"1013",29,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Other",0
"1014",30,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Unknown",0
"1015",31,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Asian or Pacific Islander",1.9933554817
"1016",32,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Black or African American",20.598006645
"1017",33,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Hispanic or Latinx",1.3289036545
"1018",34,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"White or Caucasian",75.747508306
"1019",35,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Other",0.3322259136
"1020",36,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Unknown",0
"1021",37,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Asian or Pacific Islander",9.5238095238
"1022",38,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Black or African American",21.428571429
"1023",39,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Hispanic or Latinx",42.857142857
"1024",40,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"White or Caucasian",26.19047619
"1025",41,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Other",0
"1026",42,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Unknown",0
"1027",43,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Asian or Pacific Islander",0
"1028",44,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Black or African American",0
"1029",45,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Hispanic or Latinx",0
"1030",46,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"White or Caucasian",75
"1031",47,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Other",25
"1032",48,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Unknown",0
"1033",49,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Asian or Pacific Islander",1.0856453559
"1034",50,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Black or African American",70.687575392
"1035",51,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Hispanic or Latinx",3.015681544
"1036",52,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"White or Caucasian",24.487334138
"1037",53,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Other",0.7237635706
"1038",54,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Unknown",0
"1039",55,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Asian or Pacific Islander",7.6086956522
"1040",56,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Black or African American",34.239130435
"1041",57,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Hispanic or Latinx",17.934782609
"1042",58,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"White or Caucasian",40.217391304
"1043",59,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Other",0
"1044",60,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Unknown",0
"1045",61,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Asian or Pacific Islander",0
"1046",62,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Black or African American",0.3115264798
"1047",63,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Hispanic or Latinx",99.37694704
"1048",64,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"White or Caucasian",0.3115264798
"1049",65,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Other",0
"1050",66,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Unknown",0
"1051",67,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Asian or Pacific Islander",3.056768559
"1052",68,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Black or African American",2.1834061135
"1053",69,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Hispanic or Latinx",6.5502183406
"1054",70,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"White or Caucasian",56.331877729
"1055",71,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Other",31.877729258
"1056",72,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Unknown",0
"1057",73,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Asian or Pacific Islander",11.382113821
"1058",74,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Black or African American",6.5040650407
"1059",75,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Hispanic or Latinx",41.463414634
"1060",76,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"White or Caucasian",34.959349593
"1061",77,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Other",5.6910569106
"1062",78,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Unknown",0
"1063",79,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Asian or Pacific Islander",5.2
"1064",80,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Black or African American",9.8
"1065",81,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Hispanic or Latinx",39.6
"1066",82,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"White or Caucasian",26.8
"1067",83,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Other",18.6
"1068",84,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Unknown",0
"1069",85,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Asian or Pacific Islander",3.0789825971
"1070",86,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Black or African American",32.797858099
"1071",87,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Hispanic or Latinx",1.8741633199
"1072",88,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"White or Caucasian",62.115127175
"1073",89,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Other",0.1338688086
"1074",90,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Unknown",0
"1075",91,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Asian or Pacific Islander",7.5639599555
"1076",92,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Black or African American",33.259176863
"1077",93,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Hispanic or Latinx",26.473859844
"1078",94,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"White or Caucasian",31.70189099
"1079",95,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Other",1.0011123471
"1080",96,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Unknown",0
"1081",97,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Asian or Pacific Islander",7.0366699703
"1082",98,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Black or African American",35.084241824
"1083",99,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Hispanic or Latinx",23.686818632
"1084",100,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"White or Caucasian",33.49851338
"1085",101,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Other",0.6937561943
"1086",102,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Unknown",0
"1087",103,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Asian or Pacific Islander",2.8901734104
"1088",104,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Black or African American",19.075144509
"1089",105,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Hispanic or Latinx",23.699421965
"1090",106,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"White or Caucasian",54.335260116
"1091",107,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Other",0
"1092",108,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Unknown",0
"1093",109,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Asian or Pacific Islander",10.326086957
"1094",110,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Black or African American",29.076086957
"1095",111,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Hispanic or Latinx",13.043478261
"1096",112,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"White or Caucasian",46.739130435
"1097",113,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Other",0.8152173913
"1098",114,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Unknown",0
"1099",115,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Asian or Pacific Islander",1.2345679012
"1100",116,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Black or African American",71.604938272
"1101",117,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Hispanic or Latinx",4.9382716049
"1102",118,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"White or Caucasian",20.987654321
"1103",119,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Other",1.2345679012
"1104",120,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Unknown",0
"1105",121,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Asian or Pacific Islander",9.5238095238
"1106",122,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Black or African American",14.285714286
"1107",123,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Hispanic or Latinx",23.80952381
"1108",124,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"White or Caucasian",47.619047619
"1109",125,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Other",4.7619047619
"1110",126,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Unknown",0
"1111",127,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Asian or Pacific Islander",7.8571428571
"1112",128,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Black or African American",35.357142857
"1113",129,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Hispanic or Latinx",32.5
"1114",130,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"White or Caucasian",24.285714286
"1115",131,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Other",0
"1116",132,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Unknown",0
"1117",133,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Asian or Pacific Islander",6.6465256798
"1118",134,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Black or African American",22.054380665
"1119",135,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Hispanic or Latinx",9.667673716
"1120",136,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"White or Caucasian",61.329305136
"1121",137,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Other",0.3021148036
"1122",138,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Unknown",0
"1123",139,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Asian or Pacific Islander",22.809917355
"1124",140,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Black or African American",10.358126722
"1125",141,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Hispanic or Latinx",41.157024793
"1126",142,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"White or Caucasian",24.738292011
"1127",143,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Other",0.9366391185
"1128",144,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Unknown",0
"1129",145,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Asian or Pacific Islander",0
"1130",146,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Black or African American",0
"1131",147,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Hispanic or Latinx",0
"1132",148,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"White or Caucasian",100
"1133",149,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Other",0
"1134",150,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Unknown",0
"1135",151,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Asian or Pacific Islander",3.4155597723
"1136",152,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Black or African American",43.074003795
"1137",153,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Hispanic or Latinx",7.210626186
"1138",154,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"White or Caucasian",35.104364326
"1139",155,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Other",11.19544592
"1140",156,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Unknown",0
"1141",157,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Asian or Pacific Islander",16.583747927
"1142",158,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Black or African American",16.334991708
"1143",159,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Hispanic or Latinx",43.781094527
"1144",160,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"White or Caucasian",22.056384743
"1145",161,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Other",1.2437810945
"1146",162,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Unknown",0
"1147",163,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Asian or Pacific Islander",2.5641025641
"1148",164,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Black or African American",41.025641026
"1149",165,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Hispanic or Latinx",0
"1150",166,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"White or Caucasian",53.846153846
"1151",167,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Other",2.5641025641
"1152",168,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Unknown",0
"1153",169,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Asian or Pacific Islander",0
"1154",170,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Black or African American",8.9552238806
"1155",171,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Hispanic or Latinx",19.402985075
"1156",172,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"White or Caucasian",58.208955224
"1157",173,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Other",13.432835821
"1158",174,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Unknown",0
"1159",175,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Asian or Pacific Islander",0
"1160",176,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Black or African American",7.6086956522
"1161",177,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Hispanic or Latinx",1.0869565217
"1162",178,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"White or Caucasian",91.304347826
"1163",179,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Other",0
"1164",180,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Unknown",0
"1165",181,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Asian or Pacific Islander",8.0225988701
"1166",182,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Black or African American",38.983050847
"1167",183,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Hispanic or Latinx",33.446327684
"1168",184,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"White or Caucasian",18.870056497
"1169",185,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Other",0.6779661017
"1170",186,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Unknown",0
"1171",187,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Asian or Pacific Islander",0
"1172",188,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Black or African American",45.714285714
"1173",189,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Hispanic or Latinx",14.285714286
"1174",190,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"White or Caucasian",40
"1175",191,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Other",0
"1176",192,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Unknown",0
"1177",193,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Asian or Pacific Islander",0
"1178",194,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Black or African American",45.454545455
"1179",195,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Hispanic or Latinx",0
"1180",196,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"White or Caucasian",54.545454545
"1181",197,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Other",0
"1182",198,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Unknown",0
"1183",199,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Asian or Pacific Islander",0
"1184",200,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Black or African American",10.526315789
"1185",201,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Hispanic or Latinx",21.052631579
"1186",202,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"White or Caucasian",68.421052632
"1187",203,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Other",0
"1188",204,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Unknown",0
"1189",205,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Asian or Pacific Islander",3.5714285714
"1190",206,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Black or African American",7.1428571429
"1191",207,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Hispanic or Latinx",3.5714285714
"1192",208,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"White or Caucasian",85.714285714
"1193",209,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Other",0
"1194",210,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Unknown",0
"1195",211,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Asian or Pacific Islander",0
"1196",212,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Black or African American",44.444444444
"1197",213,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Hispanic or Latinx",0
"1198",214,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"White or Caucasian",55.555555556
"1199",215,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Other",0
"1200",216,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Unknown",0
"1201",217,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Asian or Pacific Islander",8.6956521739
"1202",218,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Black or African American",36.956521739
"1203",219,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Hispanic or Latinx",8.6956521739
"1204",220,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"White or Caucasian",45.652173913
"1205",221,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Other",0
"1206",222,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Unknown",0
"1207",223,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Asian or Pacific Islander",0
"1208",224,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Black or African American",77.777777778
"1209",225,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Hispanic or Latinx",0
"1210",226,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"White or Caucasian",22.222222222
"1211",227,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Other",0
"1212",228,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Unknown",0
"1213",229,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Asian or Pacific Islander",0
"1214",230,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Black or African American",0
"1215",231,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Hispanic or Latinx",36.363636364
"1216",232,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"White or Caucasian",54.545454545
"1217",233,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Other",9.0909090909
"1218",234,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Unknown",0
"1219",235,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Asian or Pacific Islander",0
"1220",236,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Black or African American",32.142857143
"1221",237,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Hispanic or Latinx",39.285714286
"1222",238,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"White or Caucasian",28.571428571
"1223",239,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Other",0
"1224",240,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Unknown",0
"1225",241,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"Asian or Pacific Islander",7.5
