"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","blood_type_category","blood_type_category_percent"
"760",25,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Intestine",20007,"Unknown",0
"761",26,"Henry Ford Hospital (MIHF)","MIHF","TX1","Intestine",48202,"AB",0
"762",27,"Henry Ford Hospital (MIHF)","MIHF","TX1","Intestine",48202,"A",0
"763",28,"Henry Ford Hospital (MIHF)","MIHF","TX1","Intestine",48202,"B",0
"764",29,"Henry Ford Hospital (MIHF)","MIHF","TX1","Intestine",48202,"O",100
"765",30,"Henry Ford Hospital (MIHF)","MIHF","TX1","Intestine",48202,"Unknown",0
"766",31,"Indiana University Health (INIM)","INIM","TX1","Intestine",46202,"AB",0
"767",32,"Indiana University Health (INIM)","INIM","TX1","Intestine",46202,"A",44.444444444
"768",33,"Indiana University Health (INIM)","INIM","TX1","Intestine",46202,"B",0
"769",34,"Indiana University Health (INIM)","INIM","TX1","Intestine",46202,"O",55.555555556
"770",35,"Indiana University Health (INIM)","INIM","TX1","Intestine",46202,"Unknown",0
"771",36,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Intestine",33136,"AB",0
"772",37,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Intestine",33136,"A",50
"773",38,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Intestine",33136,"B",0
"774",39,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Intestine",33136,"O",50
"775",40,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Intestine",33136,"Unknown",0
"776",41,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Intestine",94304,"AB",0
"777",42,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Intestine",94304,"A",33.333333333
"778",43,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Intestine",94304,"B",0
"779",44,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Intestine",94304,"O",66.666666667
"780",45,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Intestine",94304,"Unknown",0
"781",46,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Intestine",10029,"AB",0
"782",47,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Intestine",10029,"A",33.333333333
"783",48,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Intestine",10029,"B",33.333333333
"784",49,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Intestine",10029,"O",33.333333333
"785",50,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Intestine",10029,"Unknown",0
"786",51,"Seattle Children's Hospital (WACH)","WACH","TX1","Intestine",98105,"AB",0
"787",52,"Seattle Children's Hospital (WACH)","WACH","TX1","Intestine",98105,"A",50
"788",53,"Seattle Children's Hospital (WACH)","WACH","TX1","Intestine",98105,"B",0
"789",54,"Seattle Children's Hospital (WACH)","WACH","TX1","Intestine",98105,"O",50
"790",55,"Seattle Children's Hospital (WACH)","WACH","TX1","Intestine",98105,"Unknown",0
"791",56,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Intestine",44195,"AB",0
"792",57,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Intestine",44195,"A",26.666666667
"793",58,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Intestine",44195,"B",33.333333333
"794",59,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Intestine",44195,"O",40
"795",60,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Intestine",44195,"Unknown",0
"796",61,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Intestine",68198,"AB",0
"797",62,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Intestine",68198,"A",6.6666666667
"798",63,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Intestine",68198,"B",26.666666667
"799",64,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Intestine",68198,"O",66.666666667
"800",65,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Intestine",68198,"Unknown",0
"801",66,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Intestine",90095,"AB",3.7037037037
"802",67,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Intestine",90095,"A",37.037037037
"803",68,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Intestine",90095,"B",22.222222222
"804",69,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Intestine",90095,"O",37.037037037
"805",70,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Intestine",90095,"Unknown",0
"806",71,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Intestine",15213,"AB",0
"807",72,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Intestine",15213,"A",75
"808",73,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Intestine",15213,"B",0
"809",74,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Intestine",15213,"O",25
"810",75,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Intestine",15213,"Unknown",0
"811",76,"University of Washington Medical Center (WAUW)","WAUW","TX1","Intestine",98195,"AB",0
"812",77,"University of Washington Medical Center (WAUW)","WAUW","TX1","Intestine",98195,"A",33.333333333
"813",78,"University of Washington Medical Center (WAUW)","WAUW","TX1","Intestine",98195,"B",0
"814",79,"University of Washington Medical Center (WAUW)","WAUW","TX1","Intestine",98195,"O",66.666666667
"815",80,"University of Washington Medical Center (WAUW)","WAUW","TX1","Intestine",98195,"Unknown",0
"816",81,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"AB",5.5555555556
"817",82,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"A",33.333333333
"818",83,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"B",12.222222222
"819",84,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"O",48.888888889
"820",85,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Intestine",15224,"Unknown",0
"821",1,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"AB",3.6585365854
"822",2,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"A",26.829268293
"823",3,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"B",13.414634146
"824",4,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"O",56.097560976
"825",5,"Abbott Northwestern Hospital (MNAN)","MNAN","TX1","Kidney",55407,"Unknown",0
"826",6,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"AB",2.9661016949
"827",7,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"A",27.118644068
"828",8,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"B",16.101694915
"829",9,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"O",53.813559322
"830",10,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Kidney",60453,"Unknown",0
"831",11,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"AB",5.7291666667
"832",12,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"A",35.416666667
"833",13,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"B",12.5
"834",14,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"O",46.354166667
"835",15,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney",12208,"Unknown",0
"836",16,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"AB",5.4205607477
"837",17,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"A",22.803738318
"838",18,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"B",21.121495327
"839",19,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"O",50.654205607
"840",20,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney",19141,"Unknown",0
"841",21,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"AB",0
"842",22,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"A",33.333333333
"843",23,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"B",16.666666667
"844",24,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"O",50
"845",25,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Kidney",19803,"Unknown",0
"846",26,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"AB",2.3255813953
"847",27,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"A",29.235880399
"848",28,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"B",14.617940199
"849",29,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"O",53.820598007
"850",30,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney",15212,"Unknown",0
"851",31,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"AB",0
"852",32,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"A",30.952380952
"853",33,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"B",7.1428571429
"854",34,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"O",61.904761905
"855",35,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Kidney",60611,"Unknown",0
"856",36,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"AB",0
"857",37,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"A",50
"858",38,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"B",25
"859",39,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"O",25
"860",40,"Arkansas Children's Hospital (ARCH)","ARCH","TX1","Kidney",72202,"Unknown",0
"861",41,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"AB",3.015681544
"862",42,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"A",26.296743064
"863",43,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"B",22.316043426
"864",44,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"O",48.371531966
"865",45,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney",30912,"Unknown",0
"866",46,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"AB",3.2608695652
"867",47,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"A",27.717391304
"868",48,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"B",16.304347826
"869",49,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"O",52.717391304
"870",50,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney",53215,"Unknown",0
"871",51,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"AB",0.6230529595
"872",52,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"A",35.514018692
"873",53,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"B",5.9190031153
"874",54,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"O",57.943925234
"875",55,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney",919,"Unknown",0
"876",56,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"AB",1.7467248908
"877",57,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"A",33.187772926
"878",58,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"B",11.35371179
"879",59,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"O",53.711790393
"880",60,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney",57105,"Unknown",0
"881",61,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"AB",0.8130081301
"882",62,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"A",23.577235772
"883",63,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"B",11.382113821
"884",64,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"O",64.227642276
"885",65,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney",85719,"Unknown",0
"886",66,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"AB",1.2
"887",67,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"A",25.4
"888",68,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"B",11.8
"889",69,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"O",61.6
"890",70,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney",85006,"Unknown",0
"891",71,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"AB",1.2048192771
"892",72,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"A",29.585006693
"893",73,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"B",14.725568942
"894",74,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"O",54.484605087
"895",75,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney",63110,"Unknown",0
"896",76,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"AB",2.447163515
"897",77,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"A",23.248053393
"898",78,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"B",17.0189099
"899",79,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"O",57.285873192
"900",80,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney",76104,"Unknown",0
"901",81,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"AB",2.4777006938
"902",82,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"A",24.182358771
"903",83,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"B",16.947472745
"904",84,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"O",56.39246779
"905",85,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney",75246,"Unknown",0
"906",86,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"AB",4.6242774566
"907",87,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"A",30.057803468
"908",88,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"B",12.716763006
"909",89,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"O",52.601156069
"910",90,"Baystate Medical Center (MABS)","MABS","TX1","Kidney",1199,"Unknown",0
"911",91,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"AB",4.0760869565
"912",92,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"A",29.619565217
"913",93,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"B",16.847826087
"914",94,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"O",49.456521739
"915",95,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney",2215,"Unknown",0
"916",96,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"AB",2.4691358025
"917",97,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"A",20.987654321
"918",98,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"B",20.987654321
"919",99,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"O",55.555555556
"920",100,"Birmingham VA Medical Center (ALVA)","ALVA","TX1","Kidney",35233,"Unknown",0
"921",101,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"AB",4.7619047619
"922",102,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"A",19.047619048
"923",103,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"B",23.80952381
"924",104,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"O",52.380952381
"925",105,"Boston Children's Hospital (MACH)","MACH","TX1","Kidney",2115,"Unknown",0
"926",106,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"AB",2.5
"927",107,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"A",24.285714286
"928",108,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"B",17.857142857
"929",109,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"O",55.357142857
"930",110,"Boston Medical Center (MABU)","MABU","TX1","Kidney",2118,"Unknown",0
"931",111,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"AB",4.2296072508
"932",112,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"A",25.981873112
"933",113,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"B",15.709969789
"934",114,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"O",54.078549849
"935",115,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney",2115,"Unknown",0
"936",116,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"AB",2.8650137741
"937",117,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"A",26.611570248
"938",118,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"B",15.812672176
"939",119,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"O",54.710743802
"940",120,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney",94114,"Unknown",0
"941",121,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"AB",0
"942",122,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"A",50
"943",123,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"B",25
"944",124,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"O",25
"945",125,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Kidney",63104,"Unknown",0
"946",126,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"AB",2.8462998102
"947",127,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"A",23.908918406
"948",128,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"B",18.785578748
"949",129,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"O",54.459203036
"950",130,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney",28203,"Unknown",0
"951",131,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"AB",2.736318408
"952",132,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"A",28.275290216
"953",133,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"B",11.940298507
"954",134,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"O",57.048092869
"955",135,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney",90211,"Unknown",0
"956",136,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"AB",7.6923076923
"957",137,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"A",12.820512821
"958",138,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"B",17.948717949
"959",139,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"O",61.538461538
"960",140,"Centennial Medical Center (TNPV)","TNPV","TX1","Kidney",37203,"Unknown",0
"961",141,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"AB",0
"962",142,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"A",44.776119403
"963",143,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"B",7.4626865672
"964",144,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"O",47.76119403
"965",145,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney",80210,"Unknown",0
"966",146,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"AB",1.0869565217
"967",147,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"A",46.739130435
"968",148,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"B",8.6956521739
"969",149,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"O",43.47826087
"970",150,"Charleston Area Medical Center (WVCA)","WVCA","TX1","Kidney",25325,"Unknown",0
"971",151,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"AB",1.8079096045
"972",152,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"A",23.728813559
"973",153,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"B",17.175141243
"974",154,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"O",57.288135593
"975",155,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Kidney",77030,"Unknown",0
"976",156,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"AB",0
"977",157,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"A",31.428571429
"978",158,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"B",8.5714285714
"979",159,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"O",60
"980",160,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Kidney",30322,"Unknown",0
"981",161,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"AB",0
"982",162,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"A",9.0909090909
"983",163,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"B",27.272727273
"984",164,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"O",63.636363636
"985",165,"Children's Hospital (LACH)","LACH","TX1","Kidney",70118,"Unknown",0
"986",166,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"AB",5.2631578947
"987",167,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"A",36.842105263
"988",168,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"B",0
"989",169,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"O",57.894736842
"990",170,"Children's Hospital Colorado (COCH)","COCH","TX1","Kidney",80045,"Unknown",0
"991",171,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"AB",3.5714285714
"992",172,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"A",21.428571429
"993",173,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"B",14.285714286
"994",174,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"O",60.714285714
"995",175,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Kidney",45229,"Unknown",0
"996",176,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"AB",22.222222222
"997",177,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"A",22.222222222
"998",178,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"B",22.222222222
"999",179,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"O",33.333333333
"1000",180,"Children's Hospital of Michigan (MICH)","MICH","TX1","Kidney",48201,"Unknown",0
"1001",181,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"AB",0
"1002",182,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"A",32.608695652
"1003",183,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"B",26.086956522
"1004",184,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"O",41.304347826
"1005",185,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Kidney",19104,"Unknown",0
"1006",186,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"AB",11.111111111
"1007",187,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"A",22.222222222
"1008",188,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"B",22.222222222
"1009",189,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"O",44.444444444
"1010",190,"Children's Hospital of the King's Daughters (VACH)","VACH","TX1","Kidney",23507,"Unknown",0
"1011",191,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"AB",0
"1012",192,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"A",54.545454545
"1013",193,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"B",9.0909090909
"1014",194,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"O",36.363636364
"1015",195,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Kidney",53226,"Unknown",0
"1016",196,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"AB",0
"1017",197,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"A",35.714285714
"1018",198,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"B",7.1428571429
"1019",199,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"O",57.142857143
"1020",200,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Kidney",75235,"Unknown",0
"1021",201,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"AB",15
"1022",202,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"A",32.5
"1023",203,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"B",10
"1024",204,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"O",42.5
"1025",205,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Kidney",64108,"Unknown",0
"1026",206,"Children's National Medical Center (DCCH)","DCCH","TX1","Kidney",20010,"AB",4.5454545455
"1027",207,"Children's National Medical Center (DCCH)","DCCH","TX1","Kidney",20010,"A",31.818181818
"1028",208,"Children's National Medical Center (DCCH)","DCCH","TX1","Kidney",20010,"B",9.0909090909
"1029",209,"Children's National Medical Center (DCCH)","DCCH","TX1","Kidney",20010,"O",54.545454545
"1030",210,"Children's National Medical Center (DCCH)","DCCH","TX1","Kidney",20010,"Unknown",0
